"name","count","topcode","tricky","url","notes"
"National Association of State Head Injury Administrators",15,"Civil Servants/Public Officials",,,
"National Association of State Head Injury Administrators",15,"Health",,,
"NAFSA: Association of International Educators",15,"Other",,,
"NAFSA: Association of International Educators",15,"Education",,,
"Bread for the World",15,"Other",,,
"Bread for the World",15,"Religious",,,
"Bread for the World",15,"Human Rights",,,
"National Hispanic Medical Association",15,"Other",,,
"National Hispanic Medical Association",15,"Health",,,
"National Hispanic Medical Association",15,"Human Rights",,,
"National Rural Health Association",15,"Other",,,
"National Rural Health Association",15,"Human Rights",,,
"National Rural Health Association",15,"Health",,,
"American Academy of Otolaryngology - Head and Neck Surgery",15,"Other",,,
"American Academy of Otolaryngology - Head and Neck Surgery",15,"Health",,,
"Oncology Nursing Society",15,"Other",,,
"Oncology Nursing Society",15,"Health",,,
"National Association of County Behavioral Health and Developmental Disability Directors",15,"Other",,,
"National Association of County Behavioral Health and Developmental Disability Directors",15,"Civil Servants/Public Officials",,,
"National Association of County Behavioral Health and Developmental Disability Directors",15,"Health",,,
"Heartland Institute",15,"Other",,,
"Heartland Institute",15,"Misc Issues",,,
"Heartland Institute",15,"Political",,,
"Small Business Majority",15,"Other",,,
"Small Business Majority",15,"Trade Associations",,,
"National Music Publishers' Association",15,"Other",,,
"National Music Publishers' Association",15,"Entertainment",,,
"National Lawyers Guild",15,"Other",,,
"National Lawyers Guild",15,"Human Rights",,,
"National Lawyers Guild",15,"Legal",,,
"National Lawyers Guild",15,"Unions",,,
"Information Technology Association of America",15,"Other",,,
"Information Technology Association of America",15,"Manufacturing",,,
"Information Technology Association of America",15,"Telecom",,,
"American Society of Landscape Architects",15,"Other",,,
"American Society of Landscape Architects",15,"Construction",,,
"American Society of Landscape Architects",15,"Misc Services",,,
"Consumers for Auto Reliability and Safety",15,"Other",,,
"Consumers for Auto Reliability and Safety",15,"Misc Issues",,,
"United for a Fair Economy",15,"Other",,,
"United for a Fair Economy",15,"Political",,,
"United for a Fair Economy",15,"Human Rights",,,
"United for a Fair Economy",15,"Misc Issues",,,
"USAA",15,"Other",,,
"USAA",15,"Insurance",,,
"USAA",15,"Real Estate",,,
"Consumer Energy Alliance ",15,"Other",,,
"Consumer Energy Alliance ",15,"Trade Associations",,,
"Consumer Energy Alliance ",15,"Energy",,,
"Consumer Energy Alliance ",15,"Misc Issues",,,
"American Seed Trade Association",15,"Other",,,
"American Seed Trade Association",15,"Farming",,,
"Chrysler",15,"Automotive",,,
"National Beer Wholesalers Association",15,"Beer, Wine & Liquor",,,
"American Architectural Manufacturers Association",15,"Construction",,,
"American Architectural Manufacturers Association",15,"Manufacturing",,,
"Associated Wire Rope Fabricators",15,"Construction",,,
"Associated Wire Rope Fabricators",15,"Manufacturing",,,
"American Christian Lobbyists Association",15,"Religious",,,
"American Christian Lobbyists Association",15,"Political",,,
"Jewish Federations of North America",15,"Religious",,,
"Jewish Federations of North America",15,"Human Rights",,,
"Jewish Federations of North America",15,"Misc Issues",,,
"Land O'Lakes",15,"Farming",,,
"Democracy for America",15,"Political",,,
"Micron Technology",15,"Manufacturing",,,
"Clean Air Task Force",15,"Environmental",,,
"Clean Air Task Force",15,"Energy",,,
"National Guard Association of the United States",15,"Defense",,,
"National Guard Association of the United States",15,"Other",,,
"Paraprofessional Healthcare Institute",15,"Health",,,
"National Legal Aid & Defender Association",15,"Human Rights",,,
"National Legal Aid & Defender Association",15,"Legal",,,
"National Legal Aid & Defender Association",15,"Misc Issues",,,
"National Legal Aid & Defender Association",15,"Other",,,
"Alliance for Aging Research",15,"Human Rights",,,
"Alliance for Aging Research",15,"Health",,,
"Alliance for Aging Research",15,"Misc Issues",,,
"National Consumer Voice for Quality Long-Term Care ",15,"Human Rights",,,
"National Consumer Voice for Quality Long-Term Care ",15,"Health",,,
"National Consumer Voice for Quality Long-Term Care ",15,"Misc Issues",,,
"Empowering and Strengthening Ohio's People",15,"Human Rights",,,
"Empowering and Strengthening Ohio's People",15,"Misc Issues",,,
"Allstate Insurance",15,"Insurance",,,
"National Senior Citizens Law Center",15,"Legal",,,
"National Senior Citizens Law Center",15,"Misc Issues",,,
"Aluminum Association",15,"Extraction",,,
"Aluminum Association",15,"Manufacturing",,,
"American Moving & Storage Association",15,"Misc Trade",,,
"American Moving & Storage Association",15,"Misc Services",,,
"American Moving & Storage Association",15,"Transportation",,,
"In Defense of Animals",15,"Misc Issues",,,
"Footwear Distributors and Retailers of America",15,"Manufacturing",,,
"Footwear Distributors and Retailers of America",15,"Retail",,,
"Zimmer",15,"Manufacturing",,,
"Zimmer",15,"Health",,,
"National Funeral Directors Association",15,"Misc Services",,,
"Medical Device Manufacturers Association",15,"Health",,,
"Amalgamated Transit Union",15,"Unions",,,
"National Air Traffic Controllers Association",15,"Unions",,,
"Owner-Operator Independent Drivers Association",15,"Unions",,,
"Owner-Operator Independent Drivers Association",15,"Transportation",,,
"American Center for Law and Justice",14,"Other",,,
"American Center for Law and Justice",14,"Women's Issues",,,
"American Center for Law and Justice",14,"Legal",,,
"American Center for Law and Justice",14,"Political",,,
"Uniformed Services Disabled Retirees",14,"Other",,,
"Uniformed Services Disabled Retirees",14,"Misc Issues",,,
"Center for Reproductive Rights",14,"Other",,,
"Center for Reproductive Rights",14,"Women's Issues",,,
"Center for Reproductive Rights",14,"Human Rights",,,
"Center for Reproductive Rights",14,"Health",,,
"Human Rights First",14,"Other",,,
"Human Rights First",14,"Human Rights",,,
"American Dental Education Association",14,"Other",,,
"American Dental Education Association",14,"Education",,,
"American Dental Education Association",14,"Health",,,
"Alliance for Children and Families",14,"Other",,,
"Alliance for Children and Families",14,"Human Rights",,,
"Alliance for Children and Families",14,"Non-Profit Institutions",,,
"Land Trust Alliance",14,"Other",,,
"Land Trust Alliance",14,"Environmental",,,
"Public Justice Center",14,"Other",,,
"Public Justice Center",14,"Human Rights",,,
"Public Justice Center",14,"Misc Issues",,,
"National Alliance for Caregiving",14,"Other",,,
"National Alliance for Caregiving",14,"Health",,,
"National Alliance for Caregiving",14,"Human Rights",,,
"Produce Marketing Association",14,"Other",,,
"Produce Marketing Association",14,"Farming",,,
"Produce Marketing Association",14,"Food & Beverage",,,
"Sheet Metal and Air Conditioning Contractors' National Association",14,"Other",,,
"Sheet Metal and Air Conditioning Contractors' National Association",14,"Misc Services",,,
"Association of the United States Army",14,"Other",,,
"American Loggers Council",14,"Other",,,
"American Loggers Council",14,"Extraction",,,
"National Military Family Association",14,"Other",,,
"National Military Family Association",14,"Human Rights",,,
"Ethics and Religious Liberty Commission of the Southern Baptist Convention",14,"Other",,,
"Ethics and Religious Liberty Commission of the Southern Baptist Convention",14,"Religious",,,
"Ethics and Religious Liberty Commission of the Southern Baptist Convention",14,"Political",,,
"Society of Professional Journalists",14,"Other",,,
"Society of Professional Journalists",14,"Misc Issues",,,
"Society of Professional Journalists",14,"Misc Trade",,,
"TESOL International Association",14,"Other",,,
"TESOL International Association",14,"Education",,,
"Appalachian Voices",14,"Other",,,
"Appalachian Voices",14,"Environmental",,,
"Boone and Crockett Club",14,"Other",,,
"Boone and Crockett Club",14,"Environmental",,,
"National Association of State Directors of Special Education",14,"Other",,,
"National Association of State Directors of Special Education",14,"Civil Servants/Public Officials",,,
"National Association of State Directors of Special Education",14,"Education",,,
"General Aviation Manufacturers Association",14,"Other",,,
"General Aviation Manufacturers Association",14,"Transportation",,,
"National Marine Distributors Association",14,"Other",,,
"National Marine Distributors Association",14,"Misc Trade",,,
"National Marine Distributors Association",14,"Transportation",,,
"Freedom Action",14,"Other",,,
"Freedom Action",14,"Misc Issues",,,
"Freedom Action",14,"Political",,,
"National Priorities Project",14,"Other",,,
"National Priorities Project",14,"Political",,,
"National Priorities Project",14,"Defense",,,
"National Priorities Project",14,"Misc Issues",,,
"New America Foundation",14,"Other",,,
"New America Foundation",14,"Political",,,
"New America Foundation",14,"Human Rights",,,
"New America Foundation",14,"Non-Profit Institutions",,,
"Outdoor Power Equipment and Engine Service Association",14,"Farming",,,
"Outdoor Power Equipment and Engine Service Association",14,"Manufacturing",,,
"Outdoor Power Equipment and Engine Service Association",14,"Misc Services",,,
"Outdoor Power Equipment and Engine Service Association",14,"Energy",,,
"Association of Global Automakers",14,"Automotive",,,
"National Industrial Sand Association",14,"Construction",,,
"American Public Works Association ",14,"Trade Associations",,,
"American Public Works Association ",14,"Civil Servants/Public Officials",,,
"American Public Works Association ",14,"Construction",,,
"U.S. Women's Chamber of Commerce",14,"Trade Associations",,,
"U.S. Women's Chamber of Commerce",14,"Women's Issues",,,
"ISSA - The Worldwide Cleaning Industry Association",14,"Trade Services",,,
"ISSA - The Worldwide Cleaning Industry Association",14,"Manufacturing",,,
"ISSA - The Worldwide Cleaning Industry Association",14,"Misc Services",,,
"Habitat for Humanity",14,"Religious",,,
"Habitat for Humanity",14,"Construction",,,
"Habitat for Humanity",14,"Human Rights",,,
"Habitat for Humanity",14,"Misc Issues",,,
"Habitat for Humanity",14,"Non-Profit Institutions",,,
"Habitat for Humanity",14,"Other",,,
"Gamaliel Foundation",14,"Religious",,,
"Gamaliel Foundation",14,"Other",,,
"United Church of Christ, Network for Environmental & Economic Responsibility",14,"Religious",,,
"Bank of America",14,"Financial",,,
"American Sugarbeet Growers Association",14,"Farming",,,
"Rebuild the Dream",14,"Political",,,
"American Federation of School Administrators",14,"Education",,,
"American Federation of School Administrators",14,"Unions",,,
"Large Public Power Council",14,"Energy",,,
"National Grid",14,"Energy",,,
"Trust for Public Land",14,"Environmental",,,
"American Forest Foundation",14,"Environmental",,,
"American Forest Foundation",14,"Extraction",,,
"Conservation Law Foundation",14,"Environmental",,,
"Conservation Law Foundation",14,"Legal",,,
"Wildlife Society",14,"Environmental",,,
"Wildlife Society",14,"Misc Issues",,,
"Southern Alliance for Clean Energy",14,"Environmental",,,
"Southern Alliance for Clean Energy",14,"Energy",,,
"Pacific Coast Federation of Fishermen's Associations",14,"Environmental",,,
"Restaurant Opportunities Centers United",14,"Food & Beverage",,,
"Restaurant Opportunities Centers United",14,"Unions",,,
"American Academy of Orthopaedic Surgeons",14,"Health",,,
"American Pharmacists Association",14,"Health",,,
"AIDS Institute",14,"Health",,,
"AIDS Institute",14,"Human Rights",,,
"Asian Pacific American Labor Alliance",14,"Human Rights",,,
"Asian Pacific American Labor Alliance",14,"Unions",,,
"Susan G. Komen for the Cure",14,"Human Rights",,,
"Susan G. Komen for the Cure",14,"Health",,,
"Reinsurance Association of America",14,"Insurance",,,
"AOL",14,"Telecom",,,
"AOL",14,"Entertainment",,,
"Internet Association",14,"Telecom",,,
"Rackspace",14,"Telecom",,,
"Animal Legal Defense Fund",14,"Misc Issues",,,
"Textile Care Allied Trades Association",14,"Misc Services",,,
"Textile Care Allied Trades Association",14,"Manufacturing",,,
"Con-way",14,"Transportation",,,
"American Motorcyclist Association",14,"Transportation",,,
"UNITE HERE!",14,"Unions",,,
"Sanofi-Aventis",14,"Health",,,
"Zionist Organization of America",14,"Misc Issues",,,
"Investment Company Institute",14,"Financial",,,
"Morgan Stanley",14,"Financial",,,
"Recording Industry Association of America",14,"Entertainment",,,
"Altria",14,"Farming",,,
"Poker Players Alliance",13,"Other",,,
"Poker Players Alliance",13,"Entertainment",,,
"National Tax Limitation Committee",13,"Other",,,
"National Tax Limitation Committee",13,"Misc Issues",,,
"United Brotherhood of Carpenters and Joiners of America ",13,"Other",,,
"United Brotherhood of Carpenters and Joiners of America ",13,"Unions",,,
"Center for Competitive Politics",13,"Other",,,
"Center for Competitive Politics",13,"Political",,,
"Enlisted Association of the National Guard of the United States",13,"Other",,,
